Date,Ingredient,Demand,Waste,Unit_Price,Stock_Level,Day_of_Week,Month,Year,Is_Weekend,Is_Holiday,Waste_Percentage
2023-04-21,Turkey,105,6,10.05,135,4,4,2023,0,0,5.714285714285714
2023-04-22,Turkey,158,8,7.6,191,5,4,2023,1,0,5.063291139240507
2023-04-23,Turkey,108,3,5.49,120,6,4,2023,1,0,2.7777777777777777
2023-04-24,Turkey,128,8,4.78,158,0,4,2023,0,0,6.25
2023-04-25,Turkey,111,4,2.96,130,1,4,2023,0,0,3.6036036036036037
2023-04-26,Turkey,113,4,4.06,124,2,4,2023,0,0,3.5398230088495577
2023-04-27,Turkey,123,4,14.57,144,3,4,2023,0,0,3.2520325203252036
2023-04-28,Turkey,103,7,10.2,116,4,4,2023,0,0,6.796116504854369
2023-04-29,Turkey,109,6,6.44,122,5,4,2023,1,0,5.5045871559633035
2023-04-30,Turkey,167,10,4.8,187,6,4,2023,1,0,5.9880239520958085
2023-05-01,Turkey,94,4,13.56,104,0,5,2023,0,0,4.25531914893617
2023-05-02,Turkey,111,3,14.9,140,1,5,2023,0,0,2.7027027027027026
2023-05-03,Turkey,94,4,6.2,121,2,5,2023,0,0,4.25531914893617
2023-05-04,Turkey,108,7,7.71,128,3,5,2023,0,0,6.481481481481481
2023-05-05,Turkey,118,9,14.42,133,4,5,2023,0,0,7.627118644067797
2023-05-06,Turkey,121,7,4.88,150,5,5,2023,1,0,5.785123966942149
2023-05-07,Turkey,153,9,3.53,190,6,5,2023,1,0,5.88235294117647
2023-05-08,Turkey,104,4,7.65,115,0,5,2023,0,0,3.8461538461538463
2023-05-09,Turkey,99,6,10.83,112,1,5,2023,0,0,6.0606060606060606
2023-05-10,Turkey,108,6,14.38,124,2,5,2023,0,0,5.555555555555555
2023-05-11,Turkey,109,8,14.53,129,3,5,2023,0,0,7.339449541284404
2023-05-12,Turkey,103,4,9.77,117,4,5,2023,0,0,3.8834951456310676
2023-05-13,Turkey,134,8,2.01,174,5,5,2023,1,0,5.970149253731343
2023-05-14,Turkey,135,41,13.59,165,6,5,2023,1,0,30.37037037037037
2023-05-15,Turkey,93,6,10.52,113,0,5,2023,0,0,6.451612903225806
2023-05-16,Turkey,116,2,4.26,136,1,5,2023,0,0,1.7241379310344827
2023-05-17,Turkey,119,5,9.99,146,2,5,2023,0,0,4.201680672268908
2023-05-18,Turkey,106,6,9.18,130,3,5,2023,0,0,5.660377358490567
2023-05-19,Turkey,90,5,10.7,112,4,5,2023,0,0,5.555555555555555
2023-05-20,Turkey,139,3,11.21,159,5,5,2023,1,0,2.158273381294964
2023-05-21,Turkey,118,5,12.16,135,6,5,2023,1,0,4.23728813559322
2023-05-22,Turkey,111,2,9.17,139,0,5,2023,0,0,1.8018018018018018
2023-05-23,Turkey,96,5,14.64,112,1,5,2023,0,0,5.208333333333334
2023-05-24,Turkey,119,7,13.75,142,2,5,2023,0,0,5.88235294117647
2023-05-25,Turkey,110,5,11.06,132,3,5,2023,0,0,4.545454545454546
2023-05-26,Turkey,111,6,6.22,125,4,5,2023,0,0,5.405405405405405
2023-05-27,Turkey,122,5,12.11,149,5,5,2023,1,0,4.098360655737705
2023-05-28,Turkey,108,5,8.92,137,6,5,2023,1,0,4.62962962962963
2023-05-29,Turkey,119,3,9.01,141,0,5,2023,0,0,2.5210084033613445
2023-05-30,Turkey,116,8,7.16,149,1,5,2023,0,0,6.896551724137931
2023-05-31,Turkey,120,6,10.61,135,2,5,2023,0,0,5.0
2023-06-01,Turkey,116,8,8.43,140,3,6,2023,0,0,6.896551724137931
2023-06-02,Turkey,87,4,7.48,102,4,6,2023,0,0,4.597701149425287
2023-06-03,Turkey,109,6,3.67,132,5,6,2023,1,0,5.5045871559633035
2023-06-04,Turkey,138,7,13.63,162,6,6,2023,1,0,5.072463768115942
2023-06-05,Turkey,117,5,10.4,130,0,6,2023,0,0,4.273504273504273
2023-06-06,Turkey,89,4,10.54,99,1,6,2023,0,0,4.49438202247191
2023-06-07,Turkey,98,3,6.95,119,2,6,2023,0,0,3.061224489795918
2023-06-08,Turkey,110,4,2.04,124,3,6,2023,0,0,3.6363636363636362
2023-06-09,Turkey,110,5,10.06,138,4,6,2023,0,0,4.545454545454546
2023-06-10,Turkey,114,6,4.23,138,5,6,2023,1,0,5.263157894736842
2023-06-11,Turkey,136,4,6.45,175,6,6,2023,1,0,2.941176470588235
2023-06-12,Turkey,103,6,7.66,117,0,6,2023,0,0,5.825242718446602
2023-06-13,Turkey,97,4,4.61,113,1,6,2023,0,0,4.123711340206185
2023-06-14,Turkey,104,5,8.85,130,2,6,2023,0,0,4.807692307692308
2023-06-15,Turkey,94,4,8.66,106,3,6,2023,0,0,4.25531914893617
2023-06-16,Turkey,100,3,6.89,118,4,6,2023,0,0,3.0
2023-06-17,Turkey,117,5,7.86,132,5,6,2023,1,0,4.273504273504273
2023-06-18,Turkey,129,6,12.66,156,6,6,2023,1,0,4.651162790697675
2023-06-19,Turkey,98,7,13.05,123,0,6,2023,0,0,7.142857142857142
2023-06-20,Turkey,97,4,9.31,118,1,6,2023,0,0,4.123711340206185
2023-06-21,Turkey,82,5,8.65,95,2,6,2023,0,0,6.097560975609756
2023-06-22,Turkey,82,4,14.43,97,3,6,2023,0,0,4.878048780487805
2023-06-23,Turkey,111,6,9.84,125,4,6,2023,0,0,5.405405405405405
2023-06-24,Turkey,92,5,2.43,101,5,6,2023,1,0,5.434782608695652
2023-06-25,Turkey,142,8,8.89,183,6,6,2023,1,0,5.633802816901409
2023-06-26,Turkey,111,6,11.07,142,0,6,2023,0,0,5.405405405405405
2023-06-27,Turkey,92,5,3.76,110,1,6,2023,0,0,5.434782608695652
2023-06-28,Turkey,101,5,4.32,126,2,6,2023,0,0,4.9504950495049505
2023-06-29,Turkey,99,6,8.35,128,3,6,2023,0,0,6.0606060606060606
2023-06-30,Turkey,109,4,3.94,126,4,6,2023,0,0,3.669724770642202
2023-07-01,Turkey,176,9,12.73,202,5,7,2023,1,1,5.113636363636364
2023-07-02,Turkey,159,7,5.08,206,6,7,2023,1,1,4.40251572327044
2023-07-03,Turkey,124,8,13.62,148,0,7,2023,0,1,6.451612903225806
2023-07-04,Turkey,160,9,7.07,179,1,7,2023,0,1,5.625
2023-07-05,Turkey,138,4,2.79,178,2,7,2023,0,1,2.898550724637681
2023-07-06,Turkey,128,8,4.09,164,3,7,2023,0,1,6.25
2023-07-07,Turkey,154,8,3.17,187,4,7,2023,0,1,5.194805194805195
2023-07-08,Turkey,119,3,9.92,144,5,7,2023,1,0,2.5210084033613445
2023-07-09,Turkey,103,4,9.22,130,6,7,2023,1,0,3.8834951456310676
2023-07-10,Turkey,121,4,10.18,136,0,7,2023,0,0,3.3057851239669422
2023-07-11,Turkey,92,5,13.41,116,1,7,2023,0,0,5.434782608695652
2023-07-12,Turkey,88,2,7.9,102,2,7,2023,0,0,2.272727272727273
2023-07-13,Turkey,85,5,8.86,94,3,7,2023,0,0,5.88235294117647
2023-07-14,Turkey,93,5,7.02,107,4,7,2023,0,0,5.376344086021505
2023-07-15,Turkey,114,3,14.64,141,5,7,2023,1,0,2.631578947368421
2023-07-16,Turkey,103,8,10.3,133,6,7,2023,1,0,7.766990291262135
2023-07-17,Turkey,102,6,12.37,129,0,7,2023,0,0,5.88235294117647
2023-07-18,Turkey,84,2,10.47,102,1,7,2023,0,0,2.380952380952381
2023-07-19,Turkey,92,6,2.67,115,2,7,2023,0,0,6.521739130434782
2023-07-20,Turkey,94,1,6.75,121,3,7,2023,0,0,1.0638297872340425
2023-07-21,Turkey,93,4,4.54,103,4,7,2023,0,0,4.301075268817205
2023-07-22,Turkey,101,4,9.89,129,5,7,2023,1,0,3.9603960396039604
2023-07-23,Turkey,104,3,2.48,118,6,7,2023,1,0,2.8846153846153846
2023-07-24,Turkey,83,3,2.99,104,0,7,2023,0,0,3.614457831325301
2023-07-25,Turkey,107,2,2.2,125,1,7,2023,0,0,1.8691588785046727
2023-07-26,Turkey,96,6,3.41,116,2,7,2023,0,0,6.25
2023-07-27,Turkey,100,35,14.91,118,3,7,2023,0,0,35.0
2023-07-28,Turkey,89,2,13.98,113,4,7,2023,0,0,2.247191011235955
2023-07-29,Turkey,116,8,4.31,138,5,7,2023,1,0,6.896551724137931
2023-07-30,Turkey,110,6,6.91,136,6,7,2023,1,0,5.454545454545454
2023-07-31,Turkey,82,3,10.32,101,0,7,2023,0,0,3.6585365853658534
2023-08-01,Turkey,76,2,3.05,90,1,8,2023,0,0,2.631578947368421
2023-08-02,Turkey,87,3,4.08,101,2,8,2023,0,0,3.4482758620689653
2023-08-03,Turkey,79,3,10.03,94,3,8,2023,0,0,3.79746835443038
2023-08-04,Turkey,94,6,2.71,106,4,8,2023,0,0,6.382978723404255
2023-08-05,Turkey,108,3,9.38,125,5,8,2023,1,0,2.7777777777777777
2023-08-06,Turkey,94,5,7.23,121,6,8,2023,1,0,5.319148936170213
2023-08-07,Turkey,71,4,4.77,91,0,8,2023,0,0,5.633802816901409
2023-08-08,Turkey,86,4,4.6,95,1,8,2023,0,0,4.651162790697675
2023-08-09,Turkey,79,4,7.59,99,2,8,2023,0,0,5.063291139240507
2023-08-10,Turkey,78,3,10.56,99,3,8,2023,0,0,3.8461538461538463
2023-08-11,Turkey,87,2,14.54,99,4,8,2023,0,0,2.2988505747126435
2023-08-12,Turkey,99,3,13.23,115,5,8,2023,1,0,3.0303030303030303
2023-08-13,Turkey,101,7,12.88,115,6,8,2023,1,0,6.9306930693069315
2023-08-14,Turkey,96,2,3.51,112,0,8,2023,0,0,2.083333333333333
2023-08-15,Turkey,96,6,2.58,114,1,8,2023,0,0,6.25
2023-08-16,Turkey,76,3,8.38,97,2,8,2023,0,0,3.9473684210526314
2023-08-17,Turkey,89,4,7.08,114,3,8,2023,0,0,4.49438202247191
2023-08-18,Turkey,91,4,14.44,118,4,8,2023,0,0,4.395604395604396
2023-08-19,Turkey,103,3,8.32,121,5,8,2023,1,0,2.912621359223301
2023-08-20,Turkey,107,7,11.64,132,6,8,2023,1,0,6.5420560747663545
2023-08-21,Turkey,83,2,13.94,98,0,8,2023,0,0,2.4096385542168677
2023-08-22,Turkey,70,4,10.94,80,1,8,2023,0,0,5.714285714285714
2023-08-23,Turkey,94,3,2.9,104,2,8,2023,0,0,3.1914893617021276
2023-08-24,Turkey,86,4,8.2,104,3,8,2023,0,0,4.651162790697675
2023-08-25,Turkey,76,2,9.78,96,4,8,2023,0,0,2.631578947368421
2023-08-26,Turkey,105,5,6.86,129,5,8,2023,1,0,4.761904761904762
2023-08-27,Turkey,107,5,7.8,119,6,8,2023,1,0,4.672897196261682
2023-08-28,Turkey,88,5,5.68,113,0,8,2023,0,0,5.681818181818182
2023-08-29,Turkey,78,5,10.33,101,1,8,2023,0,0,6.41025641025641
2023-08-30,Turkey,94,4,9.85,111,2,8,2023,0,0,4.25531914893617
2023-08-31,Turkey,82,5,12.36,102,3,8,2023,0,0,6.097560975609756
2023-09-01,Turkey,88,5,14.25,106,4,9,2023,0,0,5.681818181818182
2023-09-02,Turkey,105,7,13.7,116,5,9,2023,1,0,6.666666666666667
2023-09-03,Turkey,110,6,7.19,137,6,9,2023,1,0,5.454545454545454
2023-09-04,Turkey,95,5,6.7,109,0,9,2023,0,0,5.263157894736842
2023-09-05,Turkey,84,3,10.04,98,1,9,2023,0,0,3.571428571428571
2023-09-06,Turkey,99,5,11.21,123,2,9,2023,0,0,5.05050505050505
2023-09-07,Turkey,83,3,7.93,105,3,9,2023,0,0,3.614457831325301
2023-09-08,Turkey,78,6,8.94,89,4,9,2023,0,0,7.6923076923076925
2023-09-09,Turkey,102,6,9.12,119,5,9,2023,1,0,5.88235294117647
2023-09-10,Turkey,69,4,14.49,89,6,9,2023,1,0,5.797101449275362
2023-09-11,Turkey,84,4,7.32,104,0,9,2023,0,0,4.761904761904762
2023-09-12,Turkey,80,3,10.65,94,1,9,2023,0,0,3.75
2023-09-13,Turkey,78,5,9.01,87,2,9,2023,0,0,6.41025641025641
2023-09-14,Turkey,79,4,7.1,102,3,9,2023,0,0,5.063291139240507
2023-09-15,Turkey,88,2,12.38,103,4,9,2023,0,0,2.272727272727273
2023-09-16,Turkey,89,6,2.68,101,5,9,2023,1,0,6.741573033707865
2023-09-17,Turkey,84,4,2.8,104,6,9,2023,1,0,4.761904761904762
2023-09-18,Turkey,83,4,8.6,100,0,9,2023,0,0,4.819277108433735
2023-09-19,Turkey,80,3,5.28,92,1,9,2023,0,0,3.75
2023-09-20,Turkey,88,6,2.39,112,2,9,2023,0,0,6.8181818181818175
2023-09-21,Turkey,79,4,14.79,89,3,9,2023,0,0,5.063291139240507
2023-09-22,Turkey,75,5,2.06,88,4,9,2023,0,0,6.666666666666667
2023-09-23,Turkey,86,4,14.17,107,5,9,2023,1,0,4.651162790697675
2023-09-24,Turkey,97,5,2.28,121,6,9,2023,1,0,5.154639175257731
2023-09-25,Turkey,69,4,12.58,85,0,9,2023,0,0,5.797101449275362
2023-09-26,Turkey,82,6,9.56,100,1,9,2023,0,0,7.317073170731707
2023-09-27,Turkey,86,2,10.61,97,2,9,2023,0,0,2.3255813953488373
2023-09-28,Turkey,79,4,11.69,96,3,9,2023,0,0,5.063291139240507
2023-09-29,Turkey,96,6,12.16,107,4,9,2023,0,0,6.25
2023-09-30,Turkey,101,3,11.04,128,5,9,2023,1,0,2.9702970297029703
2023-10-01,Turkey,86,4,14.5,98,6,10,2023,1,0,4.651162790697675
2023-10-02,Turkey,87,4,2.37,98,0,10,2023,0,0,4.597701149425287
2023-10-03,Turkey,80,3,10.53,98,1,10,2023,0,0,3.75
2023-10-04,Turkey,97,7,9.89,120,2,10,2023,0,0,7.216494845360824
2023-10-05,Turkey,77,4,5.42,90,3,10,2023,0,0,5.194805194805195
2023-10-06,Turkey,85,5,3.52,104,4,10,2023,0,0,5.88235294117647
2023-10-07,Turkey,111,6,3.75,142,5,10,2023,1,0,5.405405405405405
2023-10-08,Turkey,100,6,6.03,112,6,10,2023,1,0,6.0
2023-10-09,Turkey,92,3,10.33,117,0,10,2023,0,0,3.260869565217391
2023-10-10,Turkey,96,6,5.94,105,1,10,2023,0,0,6.25
2023-10-11,Turkey,77,4,13.84,89,2,10,2023,0,0,5.194805194805195
2023-10-12,Turkey,101,4,6.37,119,3,10,2023,0,0,3.9603960396039604
2023-10-13,Turkey,100,5,5.12,118,4,10,2023,0,0,5.0
2023-10-14,Turkey,106,4,7.66,119,5,10,2023,1,0,3.7735849056603774
2023-10-15,Turkey,86,3,6.57,112,6,10,2023,1,0,3.488372093023256
2023-10-16,Turkey,85,5,4.43,109,0,10,2023,0,0,5.88235294117647
2023-10-17,Turkey,83,4,14.06,102,1,10,2023,0,0,4.819277108433735
2023-10-18,Turkey,86,3,9.89,95,2,10,2023,0,0,3.488372093023256
2023-10-19,Turkey,84,3,10.49,108,3,10,2023,0,0,3.571428571428571
2023-10-20,Turkey,87,4,14.69,99,4,10,2023,0,0,4.597701149425287
2023-10-21,Turkey,97,1,10.92,110,5,10,2023,1,0,1.0309278350515463
2023-10-22,Turkey,98,5,8.79,111,6,10,2023,1,0,5.1020408163265305
2023-10-23,Turkey,98,5,2.4,114,0,10,2023,0,0,5.1020408163265305
2023-10-24,Turkey,72,5,13.72,82,1,10,2023,0,0,6.944444444444445
2023-10-25,Turkey,76,5,2.92,85,2,10,2023,0,0,6.578947368421052
2023-10-26,Turkey,81,4,9.76,92,3,10,2023,0,0,4.938271604938271
2023-10-27,Turkey,90,4,13.04,105,4,10,2023,0,0,4.444444444444445
2023-10-28,Turkey,104,6,14.6,128,5,10,2023,1,0,5.769230769230769
2023-10-29,Turkey,99,3,7.2,111,6,10,2023,1,0,3.0303030303030303
2023-10-30,Turkey,91,5,6.09,103,0,10,2023,0,0,5.4945054945054945
2023-10-31,Turkey,83,4,11.44,99,1,10,2023,0,0,4.819277108433735
2023-11-01,Turkey,88,6,10.77,114,2,11,2023,0,0,6.8181818181818175
2023-11-02,Turkey,89,5,8.94,112,3,11,2023,0,0,5.617977528089887
2023-11-03,Turkey,97,5,12.83,118,4,11,2023,0,0,5.154639175257731
2023-11-04,Turkey,112,7,11.82,128,5,11,2023,1,0,6.25
2023-11-05,Turkey,122,6,4.01,152,6,11,2023,1,0,4.918032786885246
2023-11-06,Turkey,99,5,8.28,112,0,11,2023,0,0,5.05050505050505
2023-11-07,Turkey,77,3,8.35,97,1,11,2023,0,0,3.896103896103896
2023-11-08,Turkey,108,7,4.84,122,2,11,2023,0,0,6.481481481481481
2023-11-09,Turkey,81,4,6.51,98,3,11,2023,0,0,4.938271604938271
2023-11-10,Turkey,92,6,13.7,113,4,11,2023,0,0,6.521739130434782
2023-11-11,Turkey,116,42,2.35,135,5,11,2023,1,0,36.206896551724135
2023-11-12,Turkey,129,6,9.19,163,6,11,2023,1,0,4.651162790697675
2023-11-13,Turkey,97,5,3.0,119,0,11,2023,0,0,5.154639175257731
2023-11-14,Turkey,104,5,14.21,115,1,11,2023,0,0,4.807692307692308
2023-11-15,Turkey,95,5,7.91,114,2,11,2023,0,0,5.263157894736842
2023-11-16,Turkey,93,4,9.64,102,3,11,2023,0,0,4.301075268817205
2023-11-17,Turkey,93,6,3.44,109,4,11,2023,0,0,6.451612903225806
2023-11-18,Turkey,111,9,10.6,132,5,11,2023,1,0,8.108108108108109
2023-11-19,Turkey,122,7,9.93,158,6,11,2023,1,0,5.737704918032787
2023-11-20,Turkey,103,6,8.49,114,0,11,2023,0,0,5.825242718446602
2023-11-21,Turkey,101,4,12.96,129,1,11,2023,0,0,3.9603960396039604
2023-11-22,Turkey,98,2,5.85,118,2,11,2023,0,0,2.0408163265306123
2023-11-23,Turkey,99,3,10.65,116,3,11,2023,0,0,3.0303030303030303
2023-11-24,Turkey,87,4,14.12,110,4,11,2023,0,0,4.597701149425287
2023-11-25,Turkey,119,5,12.94,138,5,11,2023,1,0,4.201680672268908
2023-11-26,Turkey,95,2,7.08,110,6,11,2023,1,0,2.1052631578947367
2023-11-27,Turkey,96,6,6.97,115,0,11,2023,0,0,6.25
2023-11-28,Turkey,103,6,8.0,121,1,11,2023,0,0,5.825242718446602
2023-11-29,Turkey,89,4,14.54,107,2,11,2023,0,0,4.49438202247191
2023-11-30,Turkey,97,4,14.12,121,3,11,2023,0,0,4.123711340206185
2023-12-01,Turkey,98,2,12.68,127,4,12,2023,0,0,2.0408163265306123
2023-12-02,Turkey,143,8,14.49,181,5,12,2023,1,0,5.594405594405594
2023-12-03,Turkey,120,6,5.31,148,6,12,2023,1,0,5.0
2023-12-04,Turkey,108,5,5.09,125,0,12,2023,0,0,4.62962962962963
2023-12-05,Turkey,106,5,4.59,137,1,12,2023,0,0,4.716981132075472
2023-12-06,Turkey,96,4,14.71,106,2,12,2023,0,0,4.166666666666666
2023-12-07,Turkey,117,44,12.97,133,3,12,2023,0,0,37.60683760683761
2023-12-08,Turkey,104,7,5.36,133,4,12,2023,0,0,6.730769230769231
2023-12-09,Turkey,111,5,7.68,143,5,12,2023,1,0,4.504504504504505
2023-12-10,Turkey,124,6,3.08,149,6,12,2023,1,0,4.838709677419355
2023-12-11,Turkey,115,6,4.14,139,0,12,2023,0,0,5.217391304347826
2023-12-12,Turkey,91,5,2.73,112,1,12,2023,0,0,5.4945054945054945
2023-12-13,Turkey,126,8,6.74,163,2,12,2023,0,0,6.349206349206349
2023-12-14,Turkey,113,5,12.75,127,3,12,2023,0,0,4.424778761061947
2023-12-15,Turkey,147,5,2.53,167,4,12,2023,0,1,3.4013605442176873
2023-12-16,Turkey,132,4,2.47,152,5,12,2023,1,1,3.0303030303030303
2023-12-17,Turkey,179,6,3.55,219,6,12,2023,1,1,3.35195530726257
2023-12-18,Turkey,170,10,6.08,210,0,12,2023,0,1,5.88235294117647
2023-12-19,Turkey,165,10,2.66,184,1,12,2023,0,1,6.0606060606060606
2023-12-20,Turkey,141,4,9.48,181,2,12,2023,0,1,2.8368794326241136
2023-12-21,Turkey,166,6,11.86,208,3,12,2023,0,1,3.614457831325301
2023-12-22,Turkey,141,8,12.14,177,4,12,2023,0,1,5.673758865248227
2023-12-23,Turkey,188,6,4.95,234,5,12,2023,1,1,3.1914893617021276
2023-12-24,Turkey,191,7,9.96,235,6,12,2023,1,1,3.664921465968586
2023-12-25,Turkey,175,5,3.22,227,0,12,2023,0,1,2.857142857142857
2023-12-26,Turkey,130,8,6.77,154,1,12,2023,0,1,6.153846153846154
2023-12-27,Turkey,146,8,12.88,178,2,12,2023,0,1,5.47945205479452
2023-12-28,Turkey,159,7,12.58,206,3,12,2023,0,1,4.40251572327044
2023-12-29,Turkey,141,8,7.43,180,4,12,2023,0,1,5.673758865248227
2023-12-30,Turkey,175,10,2.54,215,5,12,2023,1,1,5.714285714285714
2023-12-31,Turkey,207,12,12.56,246,6,12,2023,1,1,5.797101449275362
2024-01-01,Turkey,115,4,2.47,128,0,1,2024,0,0,3.4782608695652173
2024-01-02,Turkey,118,6,12.82,133,1,1,2024,0,0,5.084745762711865
2024-01-03,Turkey,107,4,3.44,129,2,1,2024,0,0,3.7383177570093453
2024-01-04,Turkey,113,6,10.03,131,3,1,2024,0,0,5.3097345132743365
2024-01-05,Turkey,113,9,4.67,141,4,1,2024,0,0,7.964601769911504
2024-01-06,Turkey,132,8,10.31,172,5,1,2024,1,0,6.0606060606060606
2024-01-07,Turkey,154,7,9.87,184,6,1,2024,1,0,4.545454545454546
2024-01-08,Turkey,104,5,3.6,119,0,1,2024,0,0,4.807692307692308
2024-01-09,Turkey,116,7,13.86,140,1,1,2024,0,0,6.0344827586206895
2024-01-10,Turkey,137,2,10.69,160,2,1,2024,0,0,1.4598540145985401
2024-01-11,Turkey,119,7,6.76,142,3,1,2024,0,0,5.88235294117647
2024-01-12,Turkey,110,9,6.36,133,4,1,2024,0,0,8.181818181818182
2024-01-13,Turkey,137,8,5.86,158,5,1,2024,1,0,5.839416058394161
2024-01-14,Turkey,144,7,3.75,183,6,1,2024,1,0,4.861111111111112
2024-01-15,Turkey,138,5,8.89,168,0,1,2024,0,0,3.6231884057971016
2024-01-16,Turkey,119,6,11.78,133,1,1,2024,0,0,5.042016806722689
2024-01-17,Turkey,114,6,14.85,149,2,1,2024,0,0,5.263157894736842
2024-01-18,Turkey,119,8,2.96,146,3,1,2024,0,0,6.722689075630252
2024-01-19,Turkey,132,1,12.05,168,4,1,2024,0,0,0.7575757575757576
2024-01-20,Turkey,153,9,13.99,194,5,1,2024,1,0,5.88235294117647
2024-01-21,Turkey,127,4,4.8,146,6,1,2024,1,0,3.149606299212598
2024-01-22,Turkey,115,6,12.23,132,0,1,2024,0,0,5.217391304347826
2024-01-23,Turkey,126,12,11.53,161,1,1,2024,0,0,9.523809523809524
2024-01-24,Turkey,103,4,10.76,115,2,1,2024,0,0,3.8834951456310676
2024-01-25,Turkey,123,5,6.51,151,3,1,2024,0,0,4.0650406504065035
2024-01-26,Turkey,126,7,13.77,163,4,1,2024,0,0,5.555555555555555
2024-01-27,Turkey,131,7,5.24,164,5,1,2024,1,0,5.343511450381679
2024-01-28,Turkey,129,8,7.4,160,6,1,2024,1,0,6.2015503875969
2024-01-29,Turkey,113,37,4.66,132,0,1,2024,0,0,32.743362831858406
2024-01-30,Turkey,131,4,2.1,153,1,1,2024,0,0,3.0534351145038165
2024-01-31,Turkey,134,7,2.93,163,2,1,2024,0,0,5.223880597014925
2024-02-01,Turkey,135,5,3.25,169,3,2,2024,0,0,3.7037037037037033
2024-02-02,Turkey,130,3,4.16,162,4,2,2024,0,0,2.307692307692308
2024-02-03,Turkey,140,10,6.69,164,5,2,2024,1,0,7.142857142857142
2024-02-04,Turkey,151,6,3.98,176,6,2,2024,1,0,3.9735099337748347
2024-02-05,Turkey,126,5,3.53,147,0,2,2024,0,0,3.968253968253968
2024-02-06,Turkey,115,6,11.65,143,1,2,2024,0,0,5.217391304347826
2024-02-07,Turkey,108,5,10.97,127,2,2,2024,0,0,4.62962962962963
2024-02-08,Turkey,130,6,3.41,147,3,2,2024,0,0,4.615384615384616
2024-02-09,Turkey,111,6,7.36,128,4,2,2024,0,0,5.405405405405405
2024-02-10,Turkey,146,9,7.81,187,5,2,2024,1,0,6.164383561643835
2024-02-11,Turkey,159,9,11.21,192,6,2,2024,1,0,5.660377358490567
2024-02-12,Turkey,137,3,9.38,166,0,2,2024,0,0,2.18978102189781
2024-02-13,Turkey,108,7,7.73,131,1,2,2024,0,0,6.481481481481481
2024-02-14,Turkey,119,4,12.12,134,2,2,2024,0,0,3.361344537815126
2024-02-15,Turkey,128,6,2.47,165,3,2,2024,0,0,4.6875
2024-02-16,Turkey,121,4,7.8,140,4,2,2024,0,0,3.3057851239669422
2024-02-17,Turkey,162,10,14.79,207,5,2,2024,1,0,6.172839506172839
2024-02-18,Turkey,156,5,4.81,198,6,2,2024,1,0,3.205128205128205
2024-02-19,Turkey,126,4,11.5,148,0,2,2024,0,0,3.1746031746031744
2024-02-20,Turkey,132,6,3.91,168,1,2,2024,0,0,4.545454545454546
2024-02-21,Turkey,115,5,9.99,134,2,2,2024,0,0,4.3478260869565215
2024-02-22,Turkey,107,4,7.54,133,3,2,2024,0,0,3.7383177570093453
2024-02-23,Turkey,122,7,9.47,141,4,2,2024,0,0,5.737704918032787
2024-02-24,Turkey,158,11,9.23,176,5,2,2024,1,0,6.962025316455696
2024-02-25,Turkey,146,9,7.9,189,6,2,2024,1,0,6.164383561643835
2024-02-26,Turkey,128,7,8.64,154,0,2,2024,0,0,5.46875
2024-02-27,Turkey,107,4,4.33,120,1,2,2024,0,0,3.7383177570093453
2024-02-28,Turkey,145,9,10.69,172,2,2,2024,0,0,6.206896551724138
2024-02-29,Turkey,121,6,7.08,154,3,2,2024,0,0,4.958677685950414
2024-03-01,Turkey,114,4,14.95,142,4,3,2024,0,0,3.508771929824561
2024-03-02,Turkey,162,9,2.0,196,5,3,2024,1,0,5.555555555555555
2024-03-03,Turkey,165,12,2.39,191,6,3,2024,1,0,7.2727272727272725
2024-03-04,Turkey,124,9,3.58,152,0,3,2024,0,0,7.258064516129033
2024-03-05,Turkey,118,9,6.45,146,1,3,2024,0,0,7.627118644067797
2024-03-06,Turkey,119,8,7.86,136,2,3,2024,0,0,6.722689075630252
2024-03-07,Turkey,148,6,5.81,165,3,3,2024,0,0,4.054054054054054
2024-03-08,Turkey,121,8,14.63,146,4,3,2024,0,0,6.6115702479338845
2024-03-09,Turkey,132,7,14.71,166,5,3,2024,1,0,5.303030303030303
2024-03-10,Turkey,147,3,10.92,168,6,3,2024,1,0,2.0408163265306123
2024-03-11,Turkey,111,6,3.41,142,0,3,2024,0,0,5.405405405405405
2024-03-12,Turkey,139,7,4.31,166,1,3,2024,0,0,5.0359712230215825
2024-03-13,Turkey,115,6,3.93,147,2,3,2024,0,0,5.217391304347826
2024-03-14,Turkey,135,5,2.67,155,3,3,2024,0,0,3.7037037037037033
2024-03-15,Turkey,127,6,6.65,143,4,3,2024,0,0,4.724409448818897
2024-03-16,Turkey,153,10,6.23,192,5,3,2024,1,0,6.535947712418301
2024-03-17,Turkey,146,5,5.74,167,6,3,2024,1,0,3.4246575342465753
2024-03-18,Turkey,134,7,14.21,151,0,3,2024,0,0,5.223880597014925
2024-03-19,Turkey,130,4,12.43,163,1,3,2024,0,0,3.076923076923077
2024-03-20,Turkey,121,7,3.27,144,2,3,2024,0,0,5.785123966942149
2024-03-21,Turkey,111,6,2.12,141,3,3,2024,0,0,5.405405405405405
2024-03-22,Turkey,128,6,2.88,152,4,3,2024,0,0,4.6875
2024-03-23,Turkey,177,9,7.86,225,5,3,2024,1,0,5.084745762711865
2024-03-24,Turkey,132,7,13.12,165,6,3,2024,1,0,5.303030303030303
